game_date,home_name,away_name,home_score,away_score,home_win
2023-04-02,Texas Rangers,Philadelphia Phillies,2,1,1
2023-04-03,Milwaukee Brewers,New York Mets,10,0,1
2023-04-03,Chicago White Sox,San Francisco Giants,3,12,0
2023-04-03,Cincinnati Reds,Chicago Cubs,7,6,1
2023-04-03,Miami Marlins,Minnesota Twins,1,11,0
2023-04-03,Washington Nationals,Tampa Bay Rays,2,6,0
2023-04-03,New York Yankees,Philadelphia Phillies,8,1,1
2023-04-03,Boston Red Sox,Pittsburgh Pirates,6,7,0
2023-04-03,Kansas City Royals,Toronto Blue Jays,9,5,1
2023-04-03,St. Louis Cardinals,Atlanta Braves,4,8,0
2023-04-03,Texas Rangers,Baltimore Orioles,0,2,0
2023-04-03,Houston Astros,Detroit Tigers,6,7,0
2023-04-03,Oakland Athletics,Cleveland Guardians,11,12,0
2023-04-03,San Diego Padres,Arizona Diamondbacks,5,4,1
2023-04-03,Seattle Mariners,Los Angeles Angels,3,7,0
2023-04-03,Los Angeles Dodgers,Colorado Rockies,13,4,1
2023-04-04,San Diego Padres,Arizona Diamondbacks,6,8,0
2023-04-04,Cincinnati Reds,Chicago Cubs,5,12,0
2023-04-04,Miami Marlins,Minnesota Twins,1,0,1
2023-04-04,Washington Nationals,Tampa Bay Rays,6,10,0
2023-04-04,New York Yankees,Philadelphia Phillies,1,4,0
2023-04-04,Boston Red Sox,Pittsburgh Pirates,1,4,0
2023-04-04,Kansas City Royals,Toronto Blue Jays,1,4,0
2023-04-04,Milwaukee Brewers,New York Mets,9,0,1
2023-04-04,St. Louis Cardinals,Atlanta Braves,1,4,0
2023-04-04,Texas Rangers,Baltimore Orioles,2,7,0
2023-04-04,Houston Astros,Detroit Tigers,3,6,0
2023-04-04,Oakland Athletics,Cleveland Guardians,4,3,1
2023-04-04,Seattle Mariners,Los Angeles Angels,11,2,1
2023-04-04,Los Angeles Dodgers,Colorado Rockies,5,2,1
2023-04-05,Washington Nationals,Tampa Bay Rays,2,7,0
2023-04-05,New York Yankees,Philadelphia Phillies,4,2,1
2023-04-05,Miami Marlins,Minnesota Twins,5,2,1
2023-04-05,St. Louis Cardinals,Atlanta Braves,2,5,0
2023-04-05,Boston Red Sox,Pittsburgh Pirates,1,4,0
2023-04-05,Milwaukee Brewers,New York Mets,7,6,1
2023-04-05,Texas Rangers,Baltimore Orioles,5,2,1
2023-04-05,Houston Astros,Detroit Tigers,8,2,1
2023-04-05,Chicago White Sox,San Francisco Giants,7,3,1
2023-04-05,Oakland Athletics,Cleveland Guardians,4,6,0
2023-04-05,Seattle Mariners,Los Angeles Angels,3,4,0
2023-04-05,Kansas City Royals,Toronto Blue Jays,0,3,0
2023-04-06,Detroit Tigers,Boston Red Sox,3,6,0
2023-04-06,Kansas City Royals,Toronto Blue Jays,3,6,0
2023-04-06,Chicago White Sox,San Francisco Giants,6,16,0
2023-04-06,Colorado Rockies,Washington Nationals,1,0,1
2023-04-06,Atlanta Braves,San Diego Padres,7,6,1
2023-04-06,Arizona Diamondbacks,Los Angeles Dodgers,2,5,0
2023-04-07,New York Mets,Miami Marlins,9,3,1
2023-04-07,Chicago Cubs,Texas Rangers,2,0,1
2023-04-07,Philadelphia Phillies,Cincinnati Reds,5,2,1
2023-04-07,Baltimore Orioles,New York Yankees,7,6,1
2023-04-07,Cleveland Guardians,Seattle Mariners,3,5,0
2023-04-07,Minnesota Twins,Houston Astros,3,2,1
2023-04-07,Pittsburgh Pirates,Chicago White Sox,13,9,1
2023-04-07,San Francisco Giants,Kansas City Royals,1,3,0
2023-04-07,Tampa Bay Rays,Oakland Athletics,9,5,1
2023-04-07,Atlanta Braves,San Diego Padres,4,5,0
2023-04-07,Milwaukee Brewers,St. Louis Cardinals,4,0,1
2023-04-07,Colorado Rockies,Washington Nationals,5,10,0
2023-04-07,Los Angeles Angels,Toronto Blue Jays,3,4,0
2023-04-07,Arizona Diamondbacks,Los Angeles Dodgers,6,3,1
2023-04-08,Minnesota Twins,Houston Astros,9,6,1
2023-04-08,San Francisco Giants,Kansas City Royals,5,6,0
2023-04-08,Chicago Cubs,Texas Rangers,10,3,1
2023-04-08,Philadelphia Phillies,Cincinnati Reds,3,2,1
2023-04-08,Detroit Tigers,Boston Red Sox,5,14,0
2023-04-08,Tampa Bay Rays,Oakland Athletics,11,0,1
2023-04-08,New York Mets,Miami Marlins,5,2,1
2023-04-08,Cleveland Guardians,Seattle Mariners,2,3,0
2023-04-08,Pittsburgh Pirates,Chicago White Sox,5,11,0
2023-04-08,Baltimore Orioles,New York Yankees,1,4,0
2023-04-08,Milwaukee Brewers,St. Louis Cardinals,0,6,0
2023-04-08,Atlanta Braves,San Diego Padres,1,4,0
2023-04-08,Arizona Diamondbacks,Los Angeles Dodgers,12,8,1
2023-04-08,Colorado Rockies,Washington Nationals,6,7,0
2023-04-08,Los Angeles Angels,Toronto Blue Jays,9,5,1
2023-04-09,Philadelphia Phillies,Cincinnati Reds,4,6,0
2023-04-09,Detroit Tigers,Boston Red Sox,1,4,0
2023-04-09,Tampa Bay Rays,Oakland Athletics,11,0,1
2023-04-09,Pittsburgh Pirates,Chicago White Sox,1,0,1
2023-04-09,Baltimore Orioles,New York Yankees,3,5,0
2023-04-09,Cleveland Guardians,Seattle Mariners,7,6,1
2023-04-09,New York Mets,Miami Marlins,2,7,0
2023-04-09,Minnesota Twins,Houston Astros,1,5,0
2023-04-09,Milwaukee Brewers,St. Louis Cardinals,6,1,1
2023-04-09,Chicago Cubs,Texas Rangers,2,8,0
2023-04-09,Colorado Rockies,Washington Nationals,7,6,1
2023-04-09,San Francisco Giants,Kansas City Royals,3,1,1
2023-04-09,Los Angeles Angels,Toronto Blue Jays,11,12,0
2023-04-09,Arizona Diamondbacks,Los Angeles Dodgers,11,6,1
2023-04-09,Atlanta Braves,San Diego Padres,2,10,0
2023-04-10,Minnesota Twins,Chicago White Sox,3,4,0
2023-04-10,Cleveland Guardians,New York Yankees,3,2,1
2023-04-10,Baltimore Orioles,Oakland Athletics,5,1,1
2023-04-10,Pittsburgh Pirates,Houston Astros,2,8,0
2023-04-10,Tampa Bay Rays,Boston Red Sox,1,0,1
2023-04-10,Philadelphia Phillies,Miami Marlins,15,3,1
2023-04-10,New York Mets,San Diego Padres,5,0,1
2023-04-10,Atlanta Braves,Cincinnati Reds,5,4,1
2023-04-10,Chicago Cubs,Seattle Mariners,3,2,1
2023-04-10,Texas Rangers,Kansas City Royals,11,2,1
2023-04-10,Colorado Rockies,St. Louis Cardinals,7,4,1
2023-04-10,Los Angeles Angels,Washington Nationals,4,6,0
2023-04-10,Arizona Diamondbacks,Milwaukee Brewers,3,0,1
2023-04-10,San Francisco Giants,Los Angeles Dodgers,1,9,0
2023-04-11,Cleveland Guardians,New York Yankees,2,11,0
2023-04-11,Baltimore Orioles,Oakland Athletics,12,8,1
2023-04-11,Pittsburgh Pirates,Houston Astros,7,4,1
2023-04-11,Tampa Bay Rays,Boston Red Sox,7,2,1
2023-04-11,Philadelphia Phillies,Miami Marlins,4,8,0
2023-04-11,Toronto Blue Jays,Detroit Tigers,9,3,1
2023-04-11,New York Mets,San Diego Padres,2,4,0
2023-04-11,Atlanta Braves,Cincinnati Reds,7,6,1
2023-04-11,Chicago Cubs,Seattle Mariners,14,9,1
2023-04-11,Minnesota Twins,Chicago White Sox,4,3,1
2023-04-11,Texas Rangers,Kansas City Royals,8,5,1
2023-04-11,Colorado Rockies,St. Louis Cardinals,6,9,0
2023-04-11,Los Angeles Angels,Washington Nationals,2,0,1
2023-04-11,Arizona Diamondbacks,Milwaukee Brewers,1,7,0
2023-04-11,San Francisco Giants,Los Angeles Dodgers,5,0,1
2023-04-12,Pittsburgh Pirates,Houston Astros,0,7,0
2023-04-12,New York Mets,San Diego Padres,5,2,1
2023-04-12,Minnesota Twins,Chicago White Sox,3,1,1
2023-04-12,Cleveland Guardians,New York Yankees,3,4,0
2023-04-12,Chicago Cubs,Seattle Mariners,2,5,0
2023-04-12,Colorado Rockies,St. Louis Cardinals,4,7,0
2023-04-12,Arizona Diamondbacks,Milwaukee Brewers,7,3,1
2023-04-12,Philadelphia Phillies,Miami Marlins,2,3,0
2023-04-12,Los Angeles Angels,Washington Nationals,3,2,1
2023-04-12,Baltimore Orioles,Oakland Athletics,4,8,0
2023-04-12,Tampa Bay Rays,Boston Red Sox,9,7,1
2023-04-12,Toronto Blue Jays,Detroit Tigers,4,3,1
2023-04-12,Atlanta Braves,Cincinnati Reds,5,4,1
2023-04-12,Texas Rangers,Kansas City Royals,1,10,0
2023-04-12,San Francisco Giants,Los Angeles Dodgers,5,10,0
2023-04-13,Baltimore Orioles,Oakland Athletics,8,7,1
2023-04-13,Tampa Bay Rays,Boston Red Sox,9,3,1
2023-04-13,Cincinnati Reds,Philadelphia Phillies,6,2,1
2023-04-13,New York Yankees,Minnesota Twins,2,11,0
2023-04-13,Toronto Blue Jays,Detroit Tigers,1,3,0
2023-04-13,St. Louis Cardinals,Pittsburgh Pirates,0,5,0
2023-04-13,San Diego Padres,Milwaukee Brewers,3,4,0
2023-04-14,Detroit Tigers,San Francisco Giants,7,5,1
2023-04-14,Cincinnati Reds,Philadelphia Phillies,3,8,0
2023-04-14,Miami Marlins,Arizona Diamondbacks,5,1,1
2023-04-14,Washington Nationals,Cleveland Guardians,3,4,0
2023-04-14,New York Yankees,Minnesota Twins,3,4,0
2023-04-14,Toronto Blue Jays,Tampa Bay Rays,6,3,1
2023-04-14,Boston Red Sox,Los Angeles Angels,5,3,1
2023-04-14,Chicago White Sox,Baltimore Orioles,3,6,0
2023-04-14,Houston Astros,Texas Rangers,2,6,0
2023-04-14,Kansas City Royals,Atlanta Braves,3,10,0
2023-04-14,St. Louis Cardinals,Pittsburgh Pirates,3,0,1
2023-04-14,Oakland Athletics,New York Mets,6,17,0
2023-04-14,San Diego Padres,Milwaukee Brewers,2,11,0
2023-04-14,Los Angeles Dodgers,Chicago Cubs,2,8,0
2023-04-14,Seattle Mariners,Colorado Rockies,5,3,1
2023-04-15,New York Yankees,Minnesota Twins,6,1,1
2023-04-15,Detroit Tigers,San Francisco Giants,7,6,1
2023-04-15,Chicago White Sox,Baltimore Orioles,7,6,1
2023-04-15,St. Louis Cardinals,Pittsburgh Pirates,3,6,0
2023-04-15,Toronto Blue Jays,Tampa Bay Rays,5,2,1
2023-04-15,Washington Nationals,Cleveland Guardians,4,6,0
2023-04-15,San Diego Padres,Milwaukee Brewers,10,3,1
2023-04-15,Oakland Athletics,New York Mets,2,3,0
2023-04-15,Boston Red Sox,Los Angeles Angels,9,7,1
2023-04-15,Cincinnati Reds,Philadelphia Phillies,13,0,1
2023-04-15,Kansas City Royals,Atlanta Braves,3,9,0
2023-04-15,Miami Marlins,Arizona Diamondbacks,3,2,1
2023-04-15,Houston Astros,Texas Rangers,8,2,1
2023-04-15,Los Angeles Dodgers,Chicago Cubs,2,1,1
2023-04-15,Seattle Mariners,Colorado Rockies,9,2,1
2023-04-16,Boston Red Sox,Los Angeles Angels,2,1,1
2023-04-16,Washington Nationals,Cleveland Guardians,7,6,1
2023-04-16,New York Yankees,Minnesota Twins,2,0,1
2023-04-16,Toronto Blue Jays,Tampa Bay Rays,1,8,0
2023-04-16,Cincinnati Reds,Philadelphia Phillies,3,14,0
2023-04-16,Miami Marlins,Arizona Diamondbacks,0,5,0
2023-04-16,Kansas City Royals,Atlanta Braves,4,5,0
2023-04-16,Chicago White Sox,Baltimore Orioles,4,8,0
2023-04-16,St. Louis Cardinals,Pittsburgh Pirates,5,4,1
2023-04-16,Oakland Athletics,New York Mets,3,4,0
2023-04-16,Los Angeles Dodgers,Chicago Cubs,2,3,0
2023-04-16,Seattle Mariners,Colorado Rockies,1,0,1
2023-04-16,San Diego Padres,Milwaukee Brewers,0,1,0
2023-04-16,Houston Astros,Texas Rangers,1,9,0
2023-04-17,Boston Red Sox,Los Angeles Angels,4,5,0
2023-04-17,Cincinnati Reds,Tampa Bay Rays,8,1,1
2023-04-17,Miami Marlins,San Francisco Giants,4,3,1
2023-04-17,Kansas City Royals,Texas Rangers,0,4,0
2023-04-17,St. Louis Cardinals,Arizona Diamondbacks,3,6,0
2023-04-17,Houston Astros,Toronto Blue Jays,9,2,1
2023-04-17,Colorado Rockies,Pittsburgh Pirates,3,14,0
2023-04-17,Oakland Athletics,Chicago Cubs,1,10,0
2023-04-17,San Diego Padres,Atlanta Braves,0,2,0
2023-04-17,Seattle Mariners,Milwaukee Brewers,3,7,0
2023-04-17,Los Angeles Dodgers,New York Mets,6,8,0
2023-04-18,Detroit Tigers,Cleveland Guardians,4,3,1
2023-04-18,Detroit Tigers,Cleveland Guardians,1,0,1
2023-04-18,Chicago White Sox,Philadelphia Phillies,4,7,0
2023-04-18,Chicago White Sox,Philadelphia Phillies,3,0,1
2023-04-18,Cincinnati Reds,Tampa Bay Rays,0,10,0
2023-04-18,Miami Marlins,San Francisco Giants,4,2,1
2023-04-18,Washington Nationals,Baltimore Orioles,0,1,0
2023-04-18,New York Yankees,Los Angeles Angels,2,5,0
2023-04-18,Boston Red Sox,Minnesota Twins,5,4,1
2023-04-18,Kansas City Royals,Texas Rangers,2,12,0
2023-04-18,St. Louis Cardinals,Arizona Diamondbacks,7,8,0
2023-04-18,Houston Astros,Toronto Blue Jays,2,4,0
2023-04-18,Colorado Rockies,Pittsburgh Pirates,3,5,0
2023-04-18,Oakland Athletics,Chicago Cubs,0,4,0
2023-04-18,San Diego Padres,Atlanta Braves,1,8,0
2023-04-18,Seattle Mariners,Milwaukee Brewers,5,6,0
2023-04-18,Los Angeles Dodgers,New York Mets,5,0,1
2023-04-19,Cincinnati Reds,Tampa Bay Rays,0,8,0
2023-04-19,Detroit Tigers,Cleveland Guardians,2,3,0
2023-04-19,Miami Marlins,San Francisco Giants,2,5,0
2023-04-19,St. Louis Cardinals,Arizona Diamondbacks,14,5,1
2023-04-19,Kansas City Royals,Texas Rangers,3,12,0
2023-04-19,Chicago White Sox,Philadelphia Phillies,2,5,0
2023-04-19,Los Angeles Dodgers,New York Mets,3,5,0
2023-04-19,Colorado Rockies,Pittsburgh Pirates,3,14,0
2023-04-19,Oakland Athletics,Chicago Cubs,2,12,0
2023-04-19,San Diego Padres,Atlanta Braves,1,0,1
2023-04-19,Seattle Mariners,Milwaukee Brewers,3,5,0
2023-04-19,Washington Nationals,Baltimore Orioles,0,4,0
2023-04-19,New York Yankees,Los Angeles Angels,3,2,1
2023-04-19,Boston Red Sox,Minnesota Twins,4,10,0
2023-04-19,Houston Astros,Toronto Blue Jays,8,1,1
2023-04-20,Boston Red Sox,Minnesota Twins,11,5,1
2023-04-20,New York Yankees,Los Angeles Angels,9,3,1
2023-04-20,Pittsburgh Pirates,Cincinnati Reds,4,3,1
2023-04-20,Philadelphia Phillies,Colorado Rockies,0,5,0
2023-04-20,Chicago Cubs,Los Angeles Dodgers,2,6,0
2023-04-20,Arizona Diamondbacks,San Diego Padres,5,7,0
2023-04-20,San Francisco Giants,New York Mets,4,9,0
2023-04-21,Chicago Cubs,Los Angeles Dodgers,13,0,1
2023-04-21,Pittsburgh Pirates,Cincinnati Reds,4,2,1
2023-04-21,Tampa Bay Rays,Chicago White Sox,8,7,1
2023-04-21,Baltimore Orioles,Detroit Tigers,2,1,1
2023-04-21,Philadelphia Phillies,Colorado Rockies,4,3,1
2023-04-21,New York Yankees,Toronto Blue Jays,1,6,0
2023-04-21,Atlanta Braves,Houston Astros,4,6,0
2023-04-21,Texas Rangers,Oakland Athletics,4,5,0
2023-04-21,Minnesota Twins,Washington Nationals,2,3,0
2023-04-21,Milwaukee Brewers,Boston Red Sox,3,5,0
2023-04-21,Los Angeles Angels,Kansas City Royals,2,0,1
2023-04-21,Arizona Diamondbacks,San Diego Padres,9,0,1
2023-04-21,Seattle Mariners,St. Louis Cardinals,5,2,1
2023-04-21,San Francisco Giants,New York Mets,0,7,0
2023-04-22,New York Yankees,Toronto Blue Jays,3,2,1
2023-04-22,Minnesota Twins,Washington Nationals,4,10,0
2023-04-22,Chicago Cubs,Los Angeles Dodgers,4,9,0
2023-04-22,Philadelphia Phillies,Colorado Rockies,4,3,1
2023-04-22,Cleveland Guardians,Miami Marlins,1,6,0
2023-04-22,Cleveland Guardians,Miami Marlins,2,3,0
2023-04-22,San Francisco Giants,New York Mets,7,4,1
2023-04-22,Tampa Bay Rays,Chicago White Sox,4,3,1
2023-04-22,Pittsburgh Pirates,Cincinnati Reds,2,1,1
2023-04-22,Baltimore Orioles,Detroit Tigers,5,1,1
2023-04-22,Texas Rangers,Oakland Athletics,18,3,1
2023-04-22,Milwaukee Brewers,Boston Red Sox,5,4,1
2023-04-22,Atlanta Braves,Houston Astros,3,6,0
2023-04-22,Arizona Diamondbacks,San Diego Padres,3,5,0
2023-04-22,Los Angeles Angels,Kansas City Royals,8,11,0
2023-04-22,Seattle Mariners,St. Louis Cardinals,5,4,1
2023-04-23,Philadelphia Phillies,Colorado Rockies,9,3,1
2023-04-23,Baltimore Orioles,Detroit Tigers,2,1,1
2023-04-23,Pittsburgh Pirates,Cincinnati Reds,2,0,1
2023-04-23,Atlanta Braves,Houston Astros,2,5,0
2023-04-23,New York Yankees,Toronto Blue Jays,1,5,0
2023-04-23,Tampa Bay Rays,Chicago White Sox,4,1,1
2023-04-23,Cleveland Guardians,Miami Marlins,7,4,1
2023-04-23,Minnesota Twins,Washington Nationals,3,1,1
2023-04-23,Milwaukee Brewers,Boston Red Sox,5,12,0
2023-04-23,Chicago Cubs,Los Angeles Dodgers,3,7,0
2023-04-23,Texas Rangers,Oakland Athletics,5,2,1
2023-04-23,Los Angeles Angels,Kansas City Royals,4,3,1
2023-04-23,Arizona Diamondbacks,San Diego Padres,5,7,0
2023-04-23,Seattle Mariners,St. Louis Cardinals,3,7,0
2023-04-23,San Francisco Giants,New York Mets,5,4,1
2023-04-24,Cleveland Guardians,Colorado Rockies,0,6,0
2023-04-24,Baltimore Orioles,Boston Red Sox,5,4,1
2023-04-24,Tampa Bay Rays,Houston Astros,8,3,1
2023-04-24,Cincinnati Reds,Texas Rangers,7,6,1
2023-04-24,Toronto Blue Jays,Chicago White Sox,5,2,1
2023-04-24,Atlanta Braves,Miami Marlins,11,0,1
2023-04-24,Minnesota Twins,New York Yankees,6,1,1
2023-04-24,Milwaukee Brewers,Detroit Tigers,2,4,0
2023-04-24,Los Angeles Angels,Oakland Athletics,10,11,0
2023-04-24,Arizona Diamondbacks,Kansas City Royals,5,4,1
2023-04-24,San Francisco Giants,St. Louis Cardinals,4,0,1
2023-04-25,Cleveland Guardians,Colorado Rockies,1,5,0
2023-04-25,Baltimore Orioles,Boston Red Sox,6,8,0
2023-04-25,Pittsburgh Pirates,Los Angeles Dodgers,7,8,0
2023-04-25,Tampa Bay Rays,Houston Astros,0,5,0
2023-04-25,Cincinnati Reds,Texas Rangers,7,6,1
2023-04-25,Philadelphia Phillies,Seattle Mariners,3,5,0
2023-04-25,Toronto Blue Jays,Chicago White Sox,7,0,1
2023-04-25,New York Mets,Washington Nationals,0,5,0
2023-04-25,Atlanta Braves,Miami Marlins,7,4,1
2023-04-25,Chicago Cubs,San Diego Padres,6,0,1
2023-04-25,Minnesota Twins,New York Yankees,6,2,1
2023-04-25,Milwaukee Brewers,Detroit Tigers,3,4,0
2023-04-25,Los Angeles Angels,Oakland Athletics,5,3,1
2023-04-25,Arizona Diamondbacks,Kansas City Royals,4,5,0
2023-04-25,San Francisco Giants,St. Louis Cardinals,5,4,1
2023-04-26,Cincinnati Reds,Texas Rangers,5,3,1
2023-04-26,Baltimore Orioles,Boston Red Sox,6,2,1
2023-04-26,Toronto Blue Jays,Chicago White Sox,8,0,1
2023-04-26,Cleveland Guardians,Colorado Rockies,4,1,1
2023-04-26,Minnesota Twins,New York Yankees,6,12,0
2023-04-26,Milwaukee Brewers,Detroit Tigers,6,2,1
2023-04-26,Arizona Diamondbacks,Kansas City Royals,2,0,1
2023-04-26,Pittsburgh Pirates,Los Angeles Dodgers,8,1,1
2023-04-26,Tampa Bay Rays,Houston Astros,0,1,0
2023-04-26,Philadelphia Phillies,Seattle Mariners,6,5,1
2023-04-26,New York Mets,Washington Nationals,1,4,0
2023-04-26,Atlanta Braves,Miami Marlins,6,4,1
2023-04-26,Chicago Cubs,San Diego Padres,3,5,0
2023-04-26,Los Angeles Angels,Oakland Athletics,11,3,1
2023-04-26,San Francisco Giants,St. Louis Cardinals,7,3,1
2023-04-27,Atlanta Braves,Miami Marlins,4,5,0
2023-04-27,Pittsburgh Pirates,Los Angeles Dodgers,6,2,1
2023-04-27,Philadelphia Phillies,Seattle Mariners,1,0,1
2023-04-27,Chicago Cubs,San Diego Padres,5,2,1
2023-04-27,San Francisco Giants,St. Louis Cardinals,0,6,0
2023-04-27,Los Angeles Angels,Oakland Athletics,8,7,1
2023-04-27,Detroit Tigers,Baltimore Orioles,4,7,0
2023-04-27,New York Mets,Washington Nationals,9,8,1
2023-04-27,Chicago White Sox,Tampa Bay Rays,5,14,0
2023-04-27,Minnesota Twins,Kansas City Royals,7,1,1
2023-04-27,Texas Rangers,New York Yankees,2,4,0
2023-04-28,Minnesota Twins,Kansas City Royals,8,6,1
2023-04-28,Miami Marlins,Chicago Cubs,3,2,1
2023-04-28,Toronto Blue Jays,Seattle Mariners,3,2,1
2023-04-28,Boston Red Sox,Cleveland Guardians,2,5,0
2023-04-28,Chicago White Sox,Tampa Bay Rays,2,3,0
2023-04-28,Texas Rangers,New York Yankees,5,2,1
2023-04-28,Houston Astros,Philadelphia Phillies,1,3,0
2023-04-28,Milwaukee Brewers,Los Angeles Angels,2,1,1
2023-04-28,Colorado Rockies,Arizona Diamondbacks,1,9,0
2023-04-28,Oakland Athletics,Cincinnati Reds,7,11,0
2023-04-28,Los Angeles Dodgers,St. Louis Cardinals,7,3,1
2023-04-29,Detroit Tigers,Baltimore Orioles,7,4,1
2023-04-29,Detroit Tigers,Baltimore Orioles,4,6,0
2023-04-29,Washington Nationals,Pittsburgh Pirates,3,6,0
2023-04-29,Washington Nationals,Pittsburgh Pirates,1,16,0
2023-04-29,Minnesota Twins,Kansas City Royals,2,3,0
2023-04-29,Toronto Blue Jays,Seattle Mariners,1,0,1
2023-04-29,Miami Marlins,Chicago Cubs,7,6,1
2023-04-29,Oakland Athletics,Cincinnati Reds,2,3,0
2023-04-29,Boston Red Sox,Cleveland Guardians,8,7,1
2023-04-29,Houston Astros,Philadelphia Phillies,1,6,0
2023-04-29,San Diego Padres,San Francisco Giants,16,11,1
2023-04-29,Texas Rangers,New York Yankees,2,0,1
2023-04-29,Chicago White Sox,Tampa Bay Rays,3,12,0
2023-04-29,Milwaukee Brewers,Los Angeles Angels,7,5,1
2023-04-29,Colorado Rockies,Arizona Diamondbacks,4,11,0
2023-04-29,Los Angeles Dodgers,St. Louis Cardinals,1,0,1
2023-04-30,Miami Marlins,Chicago Cubs,4,3,1
2023-04-30,Boston Red Sox,Cleveland Guardians,7,1,1
2023-04-30,Washington Nationals,Pittsburgh Pirates,7,2,1
2023-04-30,Toronto Blue Jays,Seattle Mariners,8,10,0
2023-04-30,Detroit Tigers,Baltimore Orioles,3,5,0
2023-04-30,Minnesota Twins,Kansas City Royals,8,4,1
2023-04-30,Chicago White Sox,Tampa Bay Rays,12,9,1
2023-04-30,Milwaukee Brewers,Los Angeles Angels,0,3,0
2023-04-30,Texas Rangers,New York Yankees,15,2,1
2023-04-30,Colorado Rockies,Arizona Diamondbacks,12,4,1
2023-04-30,San Diego Padres,San Francisco Giants,6,4,1
2023-04-30,Oakland Athletics,Cincinnati Reds,5,4,1
2023-04-30,Los Angeles Dodgers,St. Louis Cardinals,6,3,1
2023-04-30,Houston Astros,Philadelphia Phillies,4,3,1
2023-05-01,New York Mets,Atlanta Braves,8,9,0
2023-05-01,New York Mets,Atlanta Braves,5,3,1
2023-05-01,Washington Nationals,Chicago Cubs,1,5,0
2023-05-01,New York Yankees,Cleveland Guardians,2,3,0
2023-05-01,Boston Red Sox,Toronto Blue Jays,6,5,1
2023-05-01,Houston Astros,San Francisco Giants,7,3,1
2023-05-01,San Diego Padres,Cincinnati Reds,8,3,1
2023-05-01,Los Angeles Dodgers,Philadelphia Phillies,13,4,1
2023-05-02,Tampa Bay Rays,Pittsburgh Pirates,4,1,1
2023-05-02,Miami Marlins,Atlanta Braves,0,6,0
2023-05-02,Washington Nationals,Chicago Cubs,4,1,1
2023-05-02,New York Yankees,Cleveland Guardians,4,2,1
2023-05-02,Boston Red Sox,Toronto Blue Jays,7,6,1
2023-05-02,Chicago White Sox,Minnesota Twins,3,2,1
